objectid,comments,class,parktime_mins,surveydate,signinfo,meternumber,baynumber,drawingnumber,mode,st_areashape,st_lengthshape
743,,Permit,180,2009-04-20T00:00:00.000Z,"3P; 9am-5pm; Mon-Fri",Area O,,,Active,14.2058150023384,0
744,,Unrestricted,,2009-01-13T00:00:00.000Z,3P 7am-7pm Mon-Sun, ,,,Active,13.7912079988263,0
745,,Unrestricted,,2009-01-13T00:00:00.000Z,3P 7am-7pm Mon-Sun, ,,,Active,13.7880185007115,0
746,,Signed,180,2009-01-15T00:00:00.000Z,3P 7am-7pm Mon-Sun, ,,,Active,13.632136503031,0
747,,Signed,180,2009-01-15T00:00:00.000Z,3P 7am-7pm Mon-Sun, ,,,Active,13.6321364993286,0
748,,Signed,180,2009-01-15T00:00:00.000Z,3P 7am-7pm Mon-Sun, ,,,Active,13.6348799997781,0
749,,Signed,180,2009-01-15T00:00:00.000Z,3P 7am-7pm Mon-Sun, ,,,Active,13.6348799997781,0
750,,Signed,180,2009-01-15T00:00:00.000Z,3P 7am-7pm Mon-Sun, ,,,Active,13.6321590018663,0
751,,Signed,180,2009-01-15T00:00:00.000Z,3P 7am-7pm Mon-Sun, ,,,Active,13.6294260025867,0
752,,Signed,180,2009-01-15T00:00:00.000Z,3P 7am-7pm Mon-Sun, ,,,Active,13.6321469993301,0
753,,Signed,180,2009-01-15T00:00:00.000Z,3P 7am-7pm Mon-Sun, ,,,Active,13.6321469993301,0
754,,Signed,180,2009-01-15T00:00:00.000Z,3P 7am-7pm Mon-Sun, ,,,Active,13.6309044991268,0
755,,Signed,180,2009-01-15T00:00:00.000Z,3P 7am-7pm Mon-Sun, ,,,Active,13.6321589993322,0
756,,Signed,180,2009-01-15T00:00:00.000Z,3P 7am-7pm Mon-Sun, ,,,Active,13.6321589993322,0
757,,Signed,180,2009-01-15T00:00:00.000Z,3P 7am-7pm Mon-Sun, ,,,Active,13.6348799997781,0
758,,Signed,180,2009-01-15T00:00:00.000Z,3P 7am-7pm Mon-Sun, ,,,Active,13.6294159988828,0
759,,Signed,180,2009-01-15T00:00:00.000Z,3P 7am-7pm Mon-Sun, ,,,Active,13.6321495018646,0
760,,Signed,180,2009-01-15T00:00:00.000Z,3P 7am-7pm Mon-Sun, ,,,Active,13.6321469993301,0
761,,Signed,180,2009-01-15T00:00:00.000Z,3P 7am-7pm Mon-Sun, ,,,Active,13.634869999786,0
762,,Signed,180,2009-01-15T00:00:00.000Z,3P 7am-7pm Mon-Sun, ,,,Active,13.632158999321,0
763,,Signed,180,2009-01-15T00:00:00.000Z,3P 7am-7pm Mon-Sun, ,,,Active,13.6321469993301,0
764,,Signed,180,2009-01-15T00:00:00.000Z,3P 7am-7pm Mon-Sun, ,,,Active,13.6321590030347,0
765,,Signed,180,2009-01-15T00:00:00.000Z,3P 7am-7pm Mon-Sun, ,,,Active,13.6321495004993,0
766,,Signed,180,2009-01-15T00:00:00.000Z,3P 7am-7pm Mon-Sun, ,,,Active,13.6348799997781,0
767,,Signed,180,2009-01-15T00:00:00.000Z,3P 7am-7pm Mon-Sun, ,,,Active,13.6348799997669,0
768,,Signed,180,2009-01-15T00:00:00.000Z,3P 7am-7pm Mon-Sun, ,,,Active,13.6308920002934,0
769,,Signed,180,2009-01-15T00:00:00.000Z,3P 7am-7pm Mon-Sun, ,,,Active,13.6321495004993,0
770,,Signed,180,2009-01-15T00:00:00.000Z,3P 7am-7pm Mon-Sun, ,,,Active,13.6336250007297,0
771,,Signed,180,2009-01-15T00:00:00.000Z,3P 7am-7pm Mon-Sun, ,,,Active,13.6348799997781,0
772,,Signed,180,2009-01-15T00:00:00.000Z,3P 7am-7pm Mon-Sun, ,,,Active,13.6294160014258,0
773,,Signed,180,2009-01-15T00:00:00.000Z,3P 7am-7pm Mon-Sun, ,,,Active,13.6348699997646,0
774,,Signed,180,2009-01-15T00:00:00.000Z,3P 7am-7pm Mon-Sun, ,,,Active,13.6348800009469,0
775,,Signed,180,2009-01-15T00:00:00.000Z,3P 7am-7pm Mon-Sun, ,,,Active,13.6321495018646,0
776,,Signed,180,2009-01-15T00:00:00.000Z,3P 7am-7pm Mon-Sun, ,,,Active,13.6309044991268,0
777,,Signed,180,2009-01-15T00:00:00.000Z,3P 7am-7pm Mon-Sun, ,,,Active,13.6321590018663,0
778,,Signed,180,2009-01-15T00:00:00.000Z,3P 7am-7pm Mon-Sun, ,,,Active,13.6321495004993,0
779,,Signed,180,2009-01-15T00:00:00.000Z,3P 7am-7pm Mon-Sun, ,,,Active,13.6321469993301,0
780,,Signed,180,2009-01-15T00:00:00.000Z,3P 7am-7pm Mon-Sun, ,,,Active,13.6281715023808,0
781,,Signed,180,2009-01-15T00:00:00.000Z,3P 7am-7pm Mon-Sun, ,,,Active,13.6294259988842,0
782,,Signed,180,2009-01-15T00:00:00.000Z,3P 7am-7pm Mon-Sun, ,,,Active,13.6348800009469,0
783,,Signed,180,2009-01-15T00:00:00.000Z,3P 7am-7pm Mon-Sun, ,,,Active,13.6348699997767,0
784,,Signed,180,2009-01-15T00:00:00.000Z,3P 7am-7pm Mon-Sun, ,,,Active,13.6321364993383,0
785,,Signed,180,2009-01-15T00:00:00.000Z,3P 7am-7pm Mon-Sun, ,,,Active,13.6348799997669,0
786,,Signed,180,2009-01-15T00:00:00.000Z,3P 7am-7pm Mon-Sun, ,,,Active,13.6321495004872,0
787,,Signed,180,2009-01-13T00:00:00.000Z,3P 7am-7pm Mon-Sun, ,,,Active,13.7868984996189,0
788,,Multibay Metered,60,2008-04-21T00:00:00.000Z,1P Meter 9:00am-5:30pm Mon-Fri 9:00am-4:00pm Sat,BR11,1,,Active,12.8260644981287,0
789,Hooded Meter,Permit,,2008-04-21T00:00:00.000Z,Red Cross Permit,CHAR036,,,Active,15.5230910002552,0
790,,Metered,60,2008-04-21T00:00:00.000Z,,CHAR034,,,Active,14.4011794985315,0
791,,Metered,60,2008-04-21T00:00:00.000Z,,CHAR032,,,Active,12.2661884999971,0
792,,Multibay Metered,60,2008-04-21T00:00:00.000Z,,CH06,5,,Active,14.0630715001361,0
793,,Multibay Metered,60,2008-04-21T00:00:00.000Z,,CH06,4,,Active,13.2737364990885,0
794,,Multibay Metered,60,2008-04-21T00:00:00.000Z,,CH06,3,,Active,13.6152439968399,0
795,,Multibay Metered,60,2008-04-21T00:00:00.000Z,,CH06,2,,Active,13.6152439968399,0
796,,Multibay Metered,60,2008-04-21T00:00:00.000Z,,CH04,4,,Active,15.2987289991396,0
797,,Multibay Metered,60,2008-04-21T00:00:00.000Z,,CH04,3,,Active,14.2871180015344,0
798,,Multibay Metered,60,2008-04-21T00:00:00.000Z,,CH04,2,,Active,14.4014210005785,0
799,,Multibay Metered,60,2008-04-21T00:00:00.000Z,,CH04,1,,Active,14.7375750016404,0
800,,Multibay Metered,60,2008-04-14T00:00:00.000Z,,CA09,1,,Active,13.1635909997928,0
801,,Multibay Metered,60,2008-04-14T00:00:00.000Z,,CA09,2,,Active,15.1882580046611,0
802,,Multibay Metered,60,2008-04-14T00:00:00.000Z,,CA09,3,,Active,14.8449014997787,0
803,,Multibay Metered,60,2008-04-14T00:00:00.000Z,,CA09,4,,Active,15.0709584983994,0
804,,Multibay Metered,60,2008-04-14T00:00:00.000Z,,CA09,5,,Active,15.2994030023715,0
805,,Multibay Metered,60,2008-04-14T00:00:00.000Z,,CA09,6,,Active,16.2021709986288,0
806,,Multibay Metered,60,2008-04-14T00:00:00.000Z,1P 9:00am-5:30pm Mon-Fri 9:00am-4:00pm Sat,GE10,3,,Active,12.8107920018811,0
807,,Multibay Metered,60,2008-04-18T00:00:00.000Z,Taxi Zone 10:00pm-6:00am Daily,AV05,2,,Active,13.8361779968593,0
808,,Signed,15,2008-04-18T00:00:00.000Z,1/4P 8:00am-10:00pm Daily,,,,Active,14.3522080010023,0
809,,Multibay Metered,60,2008-04-18T00:00:00.000Z,Taxi Zone 10:00pm-6:00am Daily,AV05,3,,Active,14.2857040044413,0
810,,Multibay Metered,60,2008-04-18T00:00:00.000Z,Taxi Zone 10:00pm-6:00am Daily,AV05,4,,Active,14.5781780030032,0
811,,Loading Zone,,2008-04-18T00:00:00.000Z,"Loading Zone 8:00am-6:00pm Mon-Fri 8:00am-4:00pm Sat;Taxi zone 10:00pm-6:00am ",,,,Active,14.3132090017258,0
812,,Multibay Metered,180,2010-01-13T00:00:00.000Z,"3P Meter 9:00am-5:30pm Mon-Fri, 9:00am-11:30am Sat",WE03,2,,Active,15.7486315003104,0
813,,Multibay Metered,60,2008-04-18T00:00:00.000Z,1P Meter 9:00am-5:30pm Mon-Fri 9:00am-4:00pm Sat,AV04,4,,Active,13.6137550035118,0
814,,Multibay Metered,60,2008-04-18T00:00:00.000Z,1P Meter 9:00am-5:30pm Mon-Fri 9:00am-4:00pm Sat,AV04,3,,Active,13.8401360033703,0
815,,Multibay Metered,180,2010-01-13T00:00:00.000Z,"3P Meter 9:00am-5:30pm Mon-Fri, 9:00am-11:30am Sat",WE03,1,,Active,17.5433264959645,0
816,,Multibay Metered,60,2008-04-18T00:00:00.000Z,1P Meter 9:00am-5:30pm Mon-Fri 9:00am-4:00pm Sat,AV04,1,,Active,14.6032750019267,0
817,,Multibay Metered,60,2008-04-18T00:00:00.000Z,1P Meter 9:00am-5:30pm Mon-Fri 9:00am-4:00pm Sat,AV04,2,,Active,14.3333879998729,0
818,,Multibay Metered,180,2008-05-27T00:00:00.000Z,"3P Meter 9:00am-5:30pm Mon-Fri, 9:00am-11:30am Sat",FR05,1,,Active,15.6365560001953,0
819,,Multibay Metered,60,2008-04-18T00:00:00.000Z,,AV03,2,,Active,13.835475999539,0
820,,Multibay Metered,60,2008-04-21T00:00:00.000Z,,YORK112,,,Active,14.8519900010752,0
821,,Multibay Metered,180,2008-05-27T00:00:00.000Z,"3P Meter 9:00am-5:30pm Mon-Fri, 9:00am-11:30am Sat",FR05,2,,Active,11.0939649974404,0
822,,Multibay Metered,60,2008-04-18T00:00:00.000Z,,AV01,1,,Active,13.2770194959398,0
823,,Multibay Metered,60,2008-04-18T00:00:00.000Z,,AV03,3,,Active,13.5668829970918,0
824,,Loading Zone,,2013-05-29T00:00:00.000Z,30 Minutes Truck Zone 8:00am-6:00pm Mon-Fri 8:00am-4:00pm Sat,,,694,Active,26.3219219967786,0
825,,Multibay Metered,60,2008-04-18T00:00:00.000Z,,AV01,2,,Active,13.6159060001191,0
826,,Multibay Metered,60,2008-04-18T00:00:00.000Z,,AV01,3,,Active,12.039682499149,0
827,,Loading Zone,,2008-04-22T00:00:00.000Z,Loading Zone 8:00am-5:00pm Mon-Fri 8:00am-4:00pm Sat,,,,Active,24.3029990020672,0
828,,Multibay Metered,60,2008-04-18T00:00:00.000Z,,AV02,4,,Active,13.5819620032388,0
829,,Multibay Metered,60,2008-04-18T00:00:00.000Z,,AV02,3,,Active,12.0987885008941,0
830,,Multibay Metered,60,2008-04-18T00:00:00.000Z,,AV02,2,,Active,15.0781139999452,0
831,,Multibay Metered,60,2008-04-18T00:00:00.000Z,,AV02,1,,Active,14.8426920000117,0
832,,Multibay Metered,60,2008-04-21T00:00:00.000Z,,CH09,4,,Active,14.6298984959616,0
833,,Multibay Metered,60,2008-04-21T00:00:00.000Z,,PT09,1,,Active,13.4998959982686,0
834,,Multibay Metered,60,2008-04-21T00:00:00.000Z,,PT09,2,,Active,14.3961225001421,0
835,67 Paterson St,Multibay Metered,60,2015-05-27T00:00:00.000Z,,PT09,3,980,active,13.270909999638,0
836,,Multibay Metered,60,2008-04-21T00:00:00.000Z,,PT10,1,,Active,14.4012240021885,0
837,,Multibay Metered,60,2008-04-21T00:00:00.000Z,,PT10,2,,Active,15.752358002048,0
838,,Multibay Metered,60,2008-04-21T00:00:00.000Z,,PT10,3,,Active,15.9748489995542,0
839,,Multibay Metered,60,2008-04-21T00:00:00.000Z,,PT10,4,,Active,14.2844900010715,0
840,,Multibay Metered,60,2008-04-21T00:00:00.000Z,,PT10,5,,Active,15.0758820007483,0
841,,Multibay Metered,60,2008-04-21T00:00:00.000Z,,PT10,6,,Active,15.190200001226,0
842,,Multibay Metered,60,2008-04-21T00:00:00.000Z,,CH11,1,,Active,12.2415969979577,0
843,,Multibay Metered,60,2008-04-21T00:00:00.000Z,,CH11,2,,Active,14.6058480026026,0
844,,Multibay Metered,60,2008-04-21T00:00:00.000Z,,CH11,3,,Active,14.5989210011066,0
845,,Loading Zone,,2008-04-21T00:00:00.000Z,Loading Zone 8:00am-6:00pm Mon-Fri 8:00am-4:00pm Sat,,,,Active,22.4983584956989,0
846,,Multibay Metered,60,2008-04-21T00:00:00.000Z,,CH09,1,,Active,12.1708649988293,0
847,,Multibay Metered,60,2008-04-21T00:00:00.000Z,,CH09,2,,Active,14.6218894996369,0
848,,Multibay Metered,60,2008-04-21T00:00:00.000Z,,CH09,3,,Active,14.6464845001747,0
849,,Signed,180,2009-01-13T00:00:00.000Z,3P 7am-7pm Mon-Sun, ,,,Active,13.790744497601,0
850,,Signed,180,2009-01-13T00:00:00.000Z,3P 7am-7pm Mon-Sun, ,,,Active,13.7895964974128,0
851,,Signed,180,2009-01-13T00:00:00.000Z,3P 7am-7pm Mon-Sun, ,,,Active,13.789596500061,0
852,,Signed,180,2009-01-13T00:00:00.000Z,3P 7am-7pm Mon-Sun, ,,,Active,13.7893815000259,0
853,,Signed,180,2009-01-13T00:00:00.000Z,3P 7am-7pm Mon-Sun, ,,,Active,13.7907445002492,0
854,,Signed,180,2009-01-13T00:00:00.000Z,3P 7am-7pm Mon-Sun, ,,,Active,13.7867529995949,0
855,,Signed,180,2009-01-13T00:00:00.000Z,3P 7am-7pm Mon-Sun, ,,,Active,13.7867529995949,0
856,,Signed,180,2009-01-13T00:00:00.000Z,3P 7am-7pm Mon-Sun, ,,,Active,13.789596500061,0
857,,Signed,180,2009-01-13T00:00:00.000Z,3P 7am-7pm Mon-Sun, ,,,Active,13.789596500061,0
858,,Signed,180,2009-01-13T00:00:00.000Z,3P 7am-7pm Mon-Sun, ,,,Active,13.7907445002492,0
859,,Signed,180,2009-01-13T00:00:00.000Z,3P 7am-7pm Mon-Sun, ,,,Active,13.789596500061,0
860,,Signed,180,2009-01-13T00:00:00.000Z,3P 7am-7pm Mon-Sun, ,,,Active,13.7868985021316,0
861,,Signed,180,2009-01-13T00:00:00.000Z,3P 7am-7pm Mon-Sun, ,,,Active,13.7920800004681,0
862,,Signed,180,2009-01-13T00:00:00.000Z,3P 7am-7pm Mon-Sun, ,,,Active,13.7867529995949,0
863,,Signed,180,2009-01-13T00:00:00.000Z,3P 7am-7pm Mon-Sun, ,,,Active,13.7880459998069,0
864,,Signed,180,2009-01-13T00:00:00.000Z,3P 7am-7pm Mon-Sun, ,,,Active,13.7880459998069,0
865,,Signed,180,2009-01-13T00:00:00.000Z,3P 7am-7pm Mon-Sun, ,,,Active,13.7868985006876,0
866,,Unrestricted,,2009-01-13T00:00:00.000Z,,Area V,,,Active,16.4011884991966,0
867,,Signed,60,2009-03-17T00:00:00.000Z,"1P, Mon-Sat, 7am-7pm", ,,,Active,11.9324679971862,0
868,,Signed,60,2009-03-17T00:00:00.000Z,"1P, Mon-Sat, 7am-7pm", ,,,Active,12.0218684991769,0
869,,Signed,60,2009-03-31T00:00:00.000Z,1P 8:00am - 5:30pm Mon-Fri, ,,,Active,13.7527999987428,0
870,,Signed,60,2009-03-31T00:00:00.000Z,1P 8:00am - 5:30pm Mon-Fri, ,,,Active,16.2487759998581,0
871,,Signed,60,2009-03-31T00:00:00.000Z,1P 8:00am - 5:30pm Mon-Fri, ,,,Active,16.2487760007671,0
872,,Signed,60,2009-03-31T00:00:00.000Z,1P 8:00am - 5:30pm Mon-Fri, ,,,Active,16.2522560004285,0
873,,Permit,180,2009-04-20T00:00:00.000Z,"3P, 9am-5pm, Mon-Fri", ,,,Active,16.2525469972433,0
874,,Permit,180,2009-04-20T00:00:00.000Z,"3P, 9am-5pm, Mon-Fri", ,,,Active,16.2535679997382,0
875,,Permit,180,2009-04-20T00:00:00.000Z,"3P, 9am-5pm, Mon-Fri", ,,,Active,14.9902859976039,0
876,,Signed,180,2009-04-02T00:00:00.000Z,3P Mon-Fri 8am - 6pm, ,,108,Active,14.5024430014379,0
877,,Signed,180,2009-04-02T00:00:00.000Z,3P Mon-Fri 8am - 6pm, ,,108,Active,14.4686255009184,0
878,,Signed,180,2009-04-02T00:00:00.000Z,3P Mon-Fri 8am - 6pm, ,,108,Active,10.7555800033683,0
879,,Signed,180,2009-04-02T00:00:00.000Z,3P Mon-Fri 8am - 6pm, ,,108,Active,10.8578620028405,0
880,,Signed,180,2009-04-02T00:00:00.000Z,3P Mon-Fri 8am - 6pm, ,,108,Active,11.5022470010742,0
881,,Signed,180,2009-04-02T00:00:00.000Z,3P Mon-Fri 8am - 6pm, ,,108,Active,10.9332539993918,0
882,,Signed,30,2009-04-07T00:00:00.000Z, , ,,110,Active,11.9996760010742,0
883,,Permit,180,2009-04-20T00:00:00.000Z,"3P; 9am-5pm; Mon-Fri",Area V,,,Active,11.9117105030288,0
884,,Signed,15,2009-04-24T00:00:00.000Z,15-Minute Parking 8am-5:30pm, ,,,Active,12.0847229991041,0
885,,Signed,15,2009-04-24T00:00:00.000Z,15 Minute Parking 8am-5:30 pm, ,,,Active,12.0805769990166,0
886,,Signed,15,2009-04-24T00:00:00.000Z,"15-Minute Parking, 8am-5:30pm", ,,,Active,12.2044649991243,0
887,,Clearway,,2009-05-20T00:00:00.000Z, , ,,,Active,52.4872815032229,0
888,,Unrestricted,,2009-05-26T00:00:00.000Z,45 Degree Angle parking, ,,,Active,14.3068345020962,0
889,,Unrestricted,,2009-05-26T00:00:00.000Z,45 Degree Angle parking, ,,,Active,15.5095825007498,0
890,,Unrestricted,,2009-05-26T00:00:00.000Z,45 Degree Angle parking, ,,,Active,15.5116789980414,0
891,,Unrestricted,,2009-05-26T00:00:00.000Z,45 Degree Angle parking, ,,,Active,15.5116790019707,0
892,,Unrestricted,,2009-05-26T00:00:00.000Z,45 Degree Angle parking, ,,,Active,15.5115705019528,0
893,,Unrestricted,,2009-05-26T00:00:00.000Z,45 Degree Angle parking, ,,,Active,15.5084020005565,0
894,,Unrestricted,,2009-05-26T00:00:00.000Z,45 Degree Angle parking, ,,,Active,15.5094519986543,0
895,,Unrestricted,,2009-05-26T00:00:00.000Z,45 Degree Angle parking, ,,,Active,15.5086405004945,0
896,,Unrestricted,,2009-05-26T00:00:00.000Z,45 Degree Angle parking, ,,,Active,15.5064140011076,0
897,,Unrestricted,,2009-05-26T00:00:00.000Z,45 Degree Angle parking, ,,,Active,15.5094520006278,0
898,,Unrestricted,,2009-05-26T00:00:00.000Z,45 Degree Angle parking, ,,,Active,15.5115704990019,0
899,,Unrestricted,,2009-05-26T00:00:00.000Z,45 Degree Angle parking, ,,,Active,15.5094520034572,0
900,,Unrestricted,,2009-05-26T00:00:00.000Z,45 Degree Angle parking, ,,,Active,15.5064139992524,0
901,,Unrestricted,,2009-05-26T00:00:00.000Z,45 Degree Angle parking, ,,,Active,16.7126155019103,0
902,,Unrestricted,,2009-05-26T00:00:00.000Z,45 Degree Angle parking, ,,,Active,16.6253219986117,0
903,,Unrestricted,,2009-05-26T00:00:00.000Z,45 Degree Angle parking, ,,,Active,15.6910620012827,0
904,,Unrestricted,,2009-05-26T00:00:00.000Z,45 Degree Angle parking, ,,,Active,15.5106289988474,0
905,,Unrestricted,,2009-05-26T00:00:00.000Z,45 Degree Angle parking, ,,,Active,15.5084019975045,0
906,,Unrestricted,,2009-05-26T00:00:00.000Z,45 Degree Angle parking, ,,,Active,15.5094520016057,0
907,,Unrestricted,,2009-05-26T00:00:00.000Z,45 Degree Angle parking, ,,,Active,15.5126210030995,0
908,,Unrestricted,,2009-05-26T00:00:00.000Z,45 Degree Angle parking, ,,,Active,15.5115704980236,0
909,,Unrestricted,,2009-05-26T00:00:00.000Z,45 Degree Angle parking, ,,,Active,15.5084019995786,0
910,,Unrestricted,,2009-05-26T00:00:00.000Z,45 Degree Angle parking, ,,,Active,15.5126210010255,0
911,,Unrestricted,,2009-05-26T00:00:00.000Z,45 Degree Angle parking, ,,,Active,15.5126209981957,0
912,,Unrestricted,,2009-05-26T00:00:00.000Z,45 Degree Angle parking, ,,,Active,15.5106289978695,0
913,,Unrestricted,,2009-05-26T00:00:00.000Z,45 Degree Angle parking, ,,,Active,15.5094520006278,0
914,,Unrestricted,,2009-05-26T00:00:00.000Z,45 Degree Angle parking, ,,,Active,17.0883360011788,0
915,,Unrestricted,,2009-05-26T00:00:00.000Z,45 Degree Angle parking, ,,,Active,19.4150534978396,0
916,,Unrestricted,,2009-05-26T00:00:00.000Z,45 Degree Angle parking, ,,,Active,15.5106329997214,0
917,,Multibay Metered,180,2009-04-22T00:00:00.000Z,"3P Meter 9:00am-5:30pm Mon-Fri, 9:00am-11:30am Sat",CI13,1,,Active,14.4046530002988,0
918,,Signed,15,2009-04-22T00:00:00.000Z,"1/4P 8:00am-5:30pm Mon-Fri; 8:00am-11:00am Sat",,,,Active,14.4038230013539,0
919,,Multibay Metered,180,2009-04-22T00:00:00.000Z,"3P Meter 9:00am-5:30pm Mon-Fri, 9:00am-11:30am Sat",CI13,2,,Active,16.3382620010265,0
920,,Metered,60,2008-04-16T00:00:00.000Z,,STJO044,,,Active,15.2649040009408,0
921,,Metered,60,2008-04-16T00:00:00.000Z,,STJO046,,,Active,14.8356959965625,0
922,43-51 St John St,Signed,30,2012-11-08T00:00:00.000Z,1/2 P 9am-5pm Mon-Sat,SJ07,,614,Active,13.5462685014515,0
923,,Metered,60,2008-04-16T00:00:00.000Z,,STJO048,,,Active,15.2624134995023,0
924,,Metered,60,2008-04-16T00:00:00.000Z,,STJO050,,,Active,15.2676525013916,0
925,43-51 St John St,Signed,30,2012-11-08T00:00:00.000Z,1/2 P 9am-5pm Mon-Sat,SJ07,,614,Active,13.5430130009179,0
926,43-51 St John St,Signed,30,2012-11-08T00:00:00.000Z,1/2 P 9am-5pm Mon-Sat,SJ07,,614,Active,14.1863219971514,0
927,43-51 St John St,Signed,30,2012-11-08T00:00:00.000Z,1/2 P 9am-5pm Mon-Sat,SJ07,,614,Active,14.4046640028151,0
928,,Signed,5,2012-11-08T00:00:00.000Z,P5 Minutes 6:00am-10:00pm Daily,,,,Active,18.0619990000607,0
929,,Multibay Metered,60,2010-01-12T00:00:00.000Z,,SJ10,,,Active,13.5415380003342,0
930,,Multibay Metered,60,2010-01-12T00:00:00.000Z,,SJ10,,,Active,11.8220614965086,0
931,,Multibay Metered,60,2008-04-16T00:00:00.000Z,,SJ09,3,,Active,12.040514501053,0
932,,Signed,180,2008-04-14T00:00:00.000Z,3P 9:00am-5:00pm Mon-Fri,,,,Active,15.0450520003654,0
933,,Signed,180,2008-04-14T00:00:00.000Z,3P 9:00am-5:00pm Mon-Fri,,,,Active,14.8295960005353,0
934,,Multibay Metered,180,2008-04-18T00:00:00.000Z,,EZ02,1,,Active,14.4055750010458,0
935,,Multibay Metered,180,2008-04-18T00:00:00.000Z,,EZ02,2,,Active,14.4055750000479,0
936,,Multibay Metered,180,2008-04-18T00:00:00.000Z,,EZ02,3,,Active,14.1872560026711,0
937,,Multibay Metered,180,2008-04-18T00:00:00.000Z,,EZ02,4,,Active,14.1909839998858,0
938,,Multibay Metered,180,2008-04-18T00:00:00.000Z,,EZ02,5,,Active,11.3917270001568,0
939,,Multibay Metered,180,2008-04-18T00:00:00.000Z,,EZ04,1,,Active,13.6518279988046,0
940,,Multibay Metered,180,2008-04-18T00:00:00.000Z,,EZ04,2,,Active,13.8646110002734,0
941,,Multibay Metered,180,2008-04-18T00:00:00.000Z,,EZ04,3,,Active,11.50238199987,0
942,,Multibay Metered,180,2008-04-18T00:00:00.000Z,,EZ06,2,,Active,14.4055750010458,0
943,,Multibay Metered,180,2008-04-18T00:00:00.000Z,,EZ06,3,,Active,14.4055750000479,0
944,,Multibay Metered,180,2008-04-18T00:00:00.000Z,,EZ06,4,,Active,14.4029740006192,0
945,,Multibay Metered,180,2008-04-18T00:00:00.000Z,,EZ06,5,,Active,12.8988180006286,0
946,,Multibay Metered,180,2008-04-18T00:00:00.000Z,,EZ06,6,,Active,13.3291829998383,0
947,,Signed,5,2008-04-18T00:00:00.000Z,P5 Minutes 9:00am-6:00pm Mon-Sat,,,,Active,33.1042649970247,0
948,,Multibay Metered,60,2008-04-18T00:00:00.000Z,,EZ08,3,,Active,13.9748080009471,0
949,,Multibay Metered,60,2008-04-18T00:00:00.000Z,,EZ08,2,,Active,12.8987245020103,0
950,,Multibay Metered,60,2008-04-18T00:00:00.000Z,,EZ08,1,,Active,10.3206080023674,0
951,,Multibay Metered,180,2008-04-18T00:00:00.000Z,,EZ07,2,,Active,15.4810449989302,0
952,,Multibay Metered,180,2008-04-18T00:00:00.000Z,,EZ07,3,,Active,14.189931496642,0
953,,Multibay Metered,180,2008-04-18T00:00:00.000Z,,EZ07,4,,Active,14.511536498811,0
954,,Multibay Metered,180,2008-04-18T00:00:00.000Z,,EZ07,5,,Active,15.1594119991423,0
955,,Multibay Metered,180,2008-04-18T00:00:00.000Z,,EZ07,8,,Active,13.8806090043654,0
956,,Multibay Metered,180,2008-04-18T00:00:00.000Z,,EZ07,7,,Active,14.4767730020588,0
957,,Multibay Metered,180,2008-04-18T00:00:00.000Z,,EZ07,6,,Active,14.3998669986148,0
958,,Signed,180,2008-04-14T00:00:00.000Z,3P 9:00am-5:00pm Mon-Fri,,,,Active,15.2641719983777,0
959,,Signed,180,2008-04-14T00:00:00.000Z,3P 9:00am-5:00pm Mon-Fri,,,,Active,14.8388449999995,0
960,,Signed,180,2008-04-14T00:00:00.000Z,3P 9:00am-5:00pm Mon-Fri,,,,Active,15.0495055014165,0
961,,Signed,180,2008-04-14T00:00:00.000Z,3P 9:00am-5:00pm Mon-Fri,,,,Active,15.0478124978258,0
962,,Metered,180,2008-04-18T00:00:00.000Z,,GEOR063,,,Active,13.7586599988431,0
963,,Metered,180,2015-01-29T00:00:00.000Z,,GE15,5,,Active,13.5437115000032,0
964,,Metered,180,2015-01-29T00:00:00.000Z,,GE15,4,,Active,14.4065099988866,0
965,,Metered,180,2015-01-29T00:00:00.000Z,,GE15,3,,Active,14.6214839968767,0
966,,Signed,180,2008-04-14T00:00:00.000Z,3P 9:00am-5:00pm Mon-Fri,,,,Active,15.046163997556,0
967,,Metered,180,2015-01-29T00:00:00.000Z,,GE15,2,,Active,14.1927119988867,0
968,,Metered,180,2015-01-29T00:00:00.000Z,,GE15,1,,Active,14.1274055005739,0
969,,Multibay Metered,180,2015-01-29T00:00:00.000Z,,GE17,5,,Active,12.3640829978167,0
970,,Multibay Metered,180,2015-01-29T00:00:00.000Z,,GE17,4,,Active,14.2973669984793,0
971,,Multibay Metered,180,2015-01-29T00:00:00.000Z,,GE17,3,,Active,14.1904319977979,0
972,,Multibay Metered,180,2015-01-29T00:00:00.000Z,,GE17,2,,Active,14.5134450017752,0
973,,Multibay Metered,180,2015-01-29T00:00:00.000Z,,GE17,1,,Active,13.974354003663,0
974,,Multibay Metered,180,2010-01-12T00:00:00.000Z,,GE16,,,Active,12.5785295007594,0
975,,Multibay Metered,180,2008-04-18T00:00:00.000Z,,,1,,Active,14.404665001045,0
976,,Multibay Metered,180,2008-04-18T00:00:00.000Z,,,2,,Active,14.8357169999422,0
977,,Multibay Metered,180,2008-04-18T00:00:00.000Z,,,3,,Active,11.2881089984679,0
978,,Multibay Metered,180,2008-04-18T00:00:00.000Z,,,4,,Active,13.9754579993436,0
979,,Multibay Metered,180,2008-04-18T00:00:00.000Z,,,5,,Active,14.1896909994237,0
